index, checksum,uptime mp,uptime nav,  errorflag mp,errorflag NAV,  accel x, accel y, accel z, accelworld x, accelworld y, accelworld z, accelhighg x, accelhighg y, accelhighg z, gyro x, gyro y, gyro z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, presusre, verticalvel,filtered vvel, maxalt, altitudeagl, filtered alt, imutemp, barotemp,state,battstate,pyros fired,pyros cont,pyros state, checksum2\r
0, 101,0,4593,1,1,2.109869,9.588804,0.387157,-0.055621,-0.041999,0.024566,1.730806,9.212777,-4.211873,0.276063,2.712291,0.626746,177.982955,179.361683,-167.240911,0.993649,-0.016873,0.007491,0.110998,2078.750000,79143.148438,0.608077,1.641120,0.000000,-0.366699,-0.353722,28.625000,33.020866,0,2.910000,0, 202
1, 101,4808,6396,1,1,2.136503,9.616979,0.371208,-0.003414,-0.019239,0.057414,2.211333,10.173829,-6.614501,0.530793,-0.215406,-0.037807,177.953503,179.311590,-167.428823,0.993824,-0.017093,0.007926,0.109358,2078.913574,79140.984375,0.806199,0.539855,0.000000,-0.203125,-0.270755,28.500000,32.826363,0,2.910000,0, 202
2, 101,0,4763,1,1,-4.727687,6.388405,-5.998828,-0.041710,0.111500,0.155631,-4.516029,5.368570,-10.458709,-6.764571,0.731675,-2.366167,37.221570,11.418943,-44.961967,0.883485,0.257371,0.208543,-0.331248,1341.207764,86681.085938,0.779193,1.622929,1.412598,1.211060,1.221546,14.000000,17.778255,0,2.910000,0, 202
3, 101,4942,6544,1,1,-4.781076,6.135219,-5.513752,-0.342174,0.015791,-0.272951,-4.996555,2.965941,-10.458709,6.596947,-0.283424,2.251332,35.650125,12.128655,-44.090985,0.889592,0.244393,0.207474,-0.325350,1341.496216,86676.289062,0.741663,0.263939,1.654541,1.499512,1.485457,14.375000,18.009733,0,2.910000,0, 202
4, 101,8627,8594,1,1,-4.574719,6.279130,-5.679203,0.204102,0.038126,-0.179890,-5.477081,3.926993,-9.978183,-15.231696,2.735604,-8.065327,37.178649,11.799447,-46.419079,0.879419,0.253037,0.214506,-0.341441,1342.073975,86670.109375,0.317136,0.478053,2.224854,2.077271,2.024671,14.500000,18.204893,0,2.910000,0, 202
5, 101,0,1937,1,1,-3.028054,8.504736,-3.334962,0.009425,0.106455,-0.177581,-2.113400,7.771200,-8.056079,2.038078,0.188933,-0.499573,19.663841,-2.818647,-18.615684,0.970568,0.177210,0.004585,-0.163011,1342.640381,86660.203125,1.139378,237.902527,0.000000,-0.528809,-10.459178,17.875000,21.806988,0,2.910000,0, 202
6, 101,2104,3712,1,1,-3.227206,8.839828,-3.300574,-0.068415,-0.093363,0.170852,-2.593925,7.290674,-7.575553,6.941559,0.651773,0.963852,19.904945,-2.640740,-18.711945,0.970944,0.174176,0.005695,-0.164008,1342.956543,86659.351562,-0.113840,9.274181,0.000000,-0.212646,0.165778,18.000000,21.897684,0,2.910000,0, 202
7, 101,5897,5854,1,1,-3.044730,8.845123,-3.417323,0.158410,0.077126,-0.091863,-3.554977,7.290674,-9.017131,1.187831,0.534627,0.770618,20.252402,-2.410132,-19.290693,0.969673,0.176762,0.009041,-0.168548,1343.172852,86658.859375,0.788209,0.484709,0.128540,0.003662,-0.065303,18.125000,21.970238,0,2.910000,0, 202
8, 101,7997,7978,1,1,-2.955680,8.581044,-3.814007,-0.170626,0.193237,0.040268,-3.074451,7.290674,-8.056079,10.091352,1.960738,3.632945,21.698796,-1.133433,-17.451967,0.970428,0.187514,0.018953,-0.150830,1343.100098,86653.976562,-0.132276,-0.137030,0.128540,-0.069092,-0.195922,18.125000,22.065464,0,2.910000,0, 202
9, 101,10202,10190,1,1,-3.010569,8.600022,-3.426627,0.276357,0.015439,-0.070169,-4.516029,6.329622,-8.536605,-4.251579,-1.569627,0.750303,20.507296,-0.718826,-20.761103,0.969778,0.176546,0.028378,-0.166006,1343.192017,86655.578125,0.855681,0.432115,0.128540,0.022827,-0.235346,18.250000,22.178825,0,2.910000,0, 202
